Company,CEI_Score,Year
"SunTrust Banks Inc. Atlanta, GA e e e e e e e e",100.0,2013
"Supervalu Inc. Eden Prairie, MN e e e e e e e e",100.0,2013
"Symantec Corp. Mountain View, CA e e e e e e e e",100.0,2013
"Target Corp. Minneapolis, MN e e e e e e e e",100.0,2013
"Teachers Insurance Annuity Assn. - College Retirement Equities Fund New York, NY e e e e e e e e",100.0,2013
"Tech Data Corp. Clearwater, FL e e e e e e e e",100.0,2013
"Thomson Reuters New York, NY e e e e e e e e",100.0,2013
"Time Warner Cable Inc. New York, NY e e e e e e e e",100.0,2013
"Time Warner Inc. New York, NY e e e : e : e : e e e",100.0,2013
"TJX Companies Inc., The Framingham, MA e ee ee",100.0,2013
"U.S. Bancorp Minneapolis, MN e e e e e e e e",100.0,2013
"UBS AG Stamford, CT e e e e e e e e",100.0,2013
"Unilever Englewood Cliffs, NJ e e e e e e e e",100.0,2013
"United Airlines Chicago, IL e e e e e e e e",100.0,2013
"United Technologies Corp. Hartford, CT e e e e e e e e",100.0,2013
"UnitedHealth Group Inc. Minnetonka, MN e e e e e e e e",100.0,2013
"Verizon Communications Inc. New York, NY e e e e e e e e",100.0,2013
"Wachtell, Lipton, Rosen Katz LLP New York, NY e e e e e e e e",100.0,2013
"Walgreen Co. Deerfield, IL e e e e e e e e",100.0,2013
"Walt Disney Co., The Burbank, CA e e e e e e e e",100.0,2013
"Wells Fargo Co. San Francisco, CA e e e e e e e e",100.0,2013
"Whirlpool Corp. Benton Harbor, MI e e e e e e e e",100.0,2013
"Wyndham Worldwide Corp. Parsippany, NJ e e e e e e e e",100.0,2013
"Wynn Resorts Ltd. Las Vegas, NV e e e e e e e e",100.0,2013
"Xerox Corp. Norwalk, CT e e e e e e e e",100.0,2013
"Yahoo! Inc. Sunnyvale, CA e e e : e e : e e e",100.0,2013
Employer Headquarters Location la : 1b : 2a 2b = 2c 3a : 3b : : a,4.0,2013
"3M Co. St. Paul, MN  ee",100.0,2013
"A|X Armani Exchange New York, NY e e e e e e d e",95.0,2013
"Abbott Laboratories Abbott Park, IL e e i} e e",60.0,2013
"Adecco North America LLC Melville, NY e e e e e e e",90.0,2013
"Adobe Systems Inc. San Jose, CA e e e e e e e",90.0,2013
"Advanced Micro Devices Inc. Sunnyvale, CA e e e e > »",65.0,2013
"AECOM Technology Corp. Los Angeles, CA e e e e e e e",90.0,2013
"Aéropostale Inc. New York, NY e e e e e d »",75.0,2013
"AES Corp., The Arlington,",15.0,2013
"AFLAC Inc. Columbus,",30.0,2013
"Agco Duluth,",15.0,2013
"Agilent Technologies Inc. Santa Clara, CA e e e e e e e",90.0,2013
"Air Products Chemicals Inc. Allentown, PA e e e e e e e",90.0,2013
"AK Steel Holding Corp. West Chester,",30.0,2013
"Alaska Air Group Inc. Seattle, WA e e e e e e e",90.0,2013
"Allegheny Energy Inc. Greensburg, PA e",15.0,2013
"Allergan Inc. Irvine,",15.0,2013
"Alliant Energy Corp. Madison, WI e e » e »",50.0,2013
"Alliant Techsystems Inc. Minneapolis, MN e e e »",50.0,2013
"Allstate Corp., The Northbrook, IL e e e e e e",1.0,2013
"Ally Financial Inc. Detroit,",15.0,2013
"Altria Group Inc. Richmond,",15.0,2013
"Amazon.com Inc. Seattle, WA e e e e e e e",90.0,2013
"Ameren Corp. St. Louis, MO e e e » e e e",85.0,2013
"American Eagle Outfitters Inc. Pittsburgh, PA e e e e e e d e",95.0,2013
"American Electric Power Co. Inc. Columbus, OH e e e e »",55.0,2013
"American Family Insurance Group Madison, WI e e » » e",55.0,2013
"American Financial Group Cincinnati, OH :",1.0,2013
Employer Headquarters Location la : 1b : 2a : 2b 2c 3a: 3b : : a,4.0,2013
"Amerigroup Corp. Virginia Beach, VA : : : : :",15.0,2013
"AmerisourceBergen Corp. Chesterbrook,",55.0,2013
"Amgen Inc. Thousand Oaks, CA e e e » e",60.0,2013
"Anadarko Petroleum The Woodlands,",15.0,2013
"Anixter International Inc. Glenview,",30.0,2013
"AOL New York, NY e e e e e e e",90.0,2013
"Apache Corp. Houston,",30.0,2013
"Apollo Group Inc. Phoenix,",15.0,2013
"Applied Materials Inc. Santa Clara, CA e e e » e e e",85.0,2013
"Aramark Corp. Philadelphia, PA e e e e e e e",90.0,2013
"Archer Daniels Midland Co. Decatur,",35.0,2013
"Arrow Electronics Melville,",15.0,2013
"ArvinMeritor Inc. Troy,",15.0,2013
"Ashland Inc. Covington,",15.0,2013
"Assurant New York, NY e e e e e e",1.0,2013
"AstraZeneca PLC Wilmington, DE e e » e »",50.0,2013
"Atmos Energy Corp. Dallas,",30.0,2013
"Austin Radiological Assn. Austin, TX e e » >",40.0,2013
"Autoliv Inc. Auburn Hills,",15.0,2013
"AutoNation Inc. Fort Lauderdale,",15.0,2013
"Auto-Owners Insurance Group Lansing,",0.0,2013
"AutoZone Inc. Memphis, TN e",15.0,2013
"Avaya Inc. Basking Ridge, NJ e e e e e e »",80.0,2013
"Avery Dennison Pasadena,",15.0,2013
"Avis Budget Group Inc. Parsippany, NJ e e » e »",50.0,2013
"Avnet Inc. Phoenix, AZ e e » e >",50.0,2013
"B J's Wholesale Club Westborough, MA e e »",35.0,2013
"Baker Botts LLP Houston, TX e e e e e e e",90.0,2013
"Baker Hughes Inc. Houston,",15.0,2013
"Baker, Donelson, Bearman, Caldwell Berkowitz PC Memphis, TN e e e » e e e",85.0,2013
im °,8.0,2013
Employer Headquarters Location la : 1b 2a 2b 2c 3a : 3b : : a,4.0,2013
"Ball Corp. Broomfield, CO e ie >: e >» »",55.0,2013
"Barclays New York, NY e e e e e e e e",100.0,2013
"BASF Corp. Florham Park, NJ e e e e e e e",90.0,2013
"Baxter International Inc. Deerfield, IL e e e » e e",75.0,2013
"BBT Corp. Winston-Salem, NC e e e » e » e",80.0,2013
"Becton, Dickinson and Co. Franklin Lakes,",30.0,2013
"Bed Bath Beyond Inc. Union,",30.0,2013
"Bemis Co. Inc. Neenah,",15.0,2013
"Berkshire Hathaway Inc. Omaha,",0.0,2013
"Big Lots Columbus,",15.0,2013
"Biogen Idec Inc Weston, MA e e e » e e e",85.0,2013
"Blue Cross Blue Shield of Michigan Detroit, MI e e » e e e e",80.0,2013
"Blue Cross Blue Shield of North Carolina Durham, NC e e e e e e",75.0,2013
"BMC Software Inc. Houston, TX e e e e e e",80.0,2013
"Bob Evans Farms Inc. Columbus, OH e e e » e e »",75.0,2013
"Boeing Co. Chicago, IL e e e » e e e",85.0,2013
"Bon-Ton Stores, Inc. York, PA e e e e e e e",90.0,2013
"BorgWarner Inc. Auburn Hills,",30.0,2013
"Boston Scientific Corp. Natick, MA e e e e e",65.0,2013
"Brightpoint, Inc Indianapolis, IN e » d »",30.0,2013
"Brinker International Inc. Dallas, TX e e e » e",60.0,2013
"Broadcom Corp. Irvine,",20.0,2013
"Brown Rudnick LLP Boston, MA e e e e e e e e",100.0,2013
"Brown Shoe Company, Inc. St. Louis, MO e » e » TAT",35.0,2013
"Brown-Forman Corp. Louisville, KY e e e e : e : e e e",100.0,2013
| | 14832_Text_X.indd // : PM | |,54.0,2013
"Burger King Corp. Miami, FL e e > » e",55.0,2013
"Burlington Coat Factory Warehouse Corp. Burlington, NJ e e e e d",60.0,2013
"C. H. Robinson Worldwide Eden Prairie,",15.0,2013
"Calpine Corp. Houston, TX e e » >",40.0,2013
"Cameron International Corp. Houston,",0.0,2013
"Campbell Soup Co. Camden, NJ e e e e e e e",90.0,2013
"Capital One Financial Corp. McLean, VA e e e e e e e e",100.0,2013
"Cardinal Health Inc. Dublin, OH e e e e e e e e",100.0,2013
"CareFusion Corp. San Diego, CA e e e e e e e",90.0,2013
"CarMax Inc. Richmond, VA e e e » e e e",85.0,2013
"Caterpillar Inc. Peoria, IL e e » e e e",70.0,2013
"CBRE, Inc. Los Angeles, CA e e e » e e e",85.0,2013
"CBS Corp. New York, NY e e e e e e e",90.0,2013
"CC Media Holdings Inc. Clear Channel San Antonio, TX e e e e e",1.0,2013
"Celanese Corp. Dallas,",15.0,2013
"CenterPoint Energy Inc. Houston,",15.0,2013
"CenturyLink Inc. Monroe,",50.0,2013
"Cerner Corp. Kansas City, MO e e e » e » »",70.0,2013
"CH2M HILL Companies Ltd. Englewood, CO e e e » e e e",85.0,2013
"Chadbourne Parke LLP New York, NY e e e e e e e",90.0,2013
"Charter Communications St. Louis,",15.0,2013
"Chesapeake Energy Corp Oklahoma City,",15.0,2013
"Chipotle Mexican Grill Inc. Denver, CO e e e e d e",75.0,2013
"CIGNA Corp. Bloomfield, CT e e e e : e : e e e",100.0,2013
"Cisco Systems Inc. San Jose, CA e : e : e : e : e e : e : e",100.0,2013
"CIT Group Inc. New York, NY e",15.0,2013
"Cleveland-Cliffs Inc. Cleveland, OH ATT",30.0,2013
"CMS Energy Services Jackson, MI e e » »",35.0,2013
"Coach Inc. New York, NY e e e e e",1.0,2013
"Cognizant Technology Solutions Corp. Teaneck,",15.0,2013
"Colgate-Palmolive Co. New York, NY e e e » e e e",85.0,2013
"Comerica Inc. Dallas, TX e e e » e e e e",95.0,2013
"Commercial Metals Irving,",30.0,2013
"Community Health Systems Inc. Franklin,",30.0,2013
"Computer Sciences Corp. CSC Falls Church, VA e e e } e e e",1.0,2013
"ConAgra Foods Inc. Omaha, NE e e e » e e e e",95.0,2013
"ConocoPhillips Houston, TX e e » e e",55.0,2013
"Consol Energy, Inc. Canonsburg,",15.0,2013
"Consolidated Edison Co. New York, NY e e e e e e e",90.0,2013
"Constellation Energy Group Inc. Baltimore, MD e e e e e e e",90.0,2013
"Convergys Corp. Cincinnati, OH e » e »",35.0,2013
"Con-way Inc. Ann Arbor,",30.0,2013
"Cooper Tire Rubber Co. Findlay, OH e » d",25.0,2013
"CoreLogic Santa Ana, CA e e e e e e e",90.0,2013
"Core-Mark Holding Company Inc. South San Francisco, CA A412",0.0,2013
"Costco Wholesale Corp. Issaquah, WA e e e e e e e",90.0,2013
"Coventry Health Care Bethesda,",15.0,2013
"Cracker Barrel Old Country Store Inc. Lebanon, TN e > e »",35.0,2013
"Crate and Barrel / CB2 Northbrook, IL e e e e e e e",90.0,2013
"Cravath, Swaine Moore LLP. New York, NY e e e e e e e",90.0,2013
"Crown Holdings Philadelphia,",15.0,2013
"CSX Corp. Jacksonville, FL e e e » e e e",85.0,2013
"CUNA Mutual Insurance Group Madison, WI e » : : e",30.0,2013
"CVS Caremark Corp. Woonsocket, RI e : e : e : > : : e",60.0,2013
"Dana Holding Corp. Maumee, OH e e > » »",45.0,2013
"Danaher Corp. Washington, DC e e e d",50.0,2013
"DaVita Inc. Denver,",15.0,2013
"Dean Foods Co. Dallas, TX e e » d",40.0,2013
"Deere Co. Moline, IL e e e e e",65.0,2013
"Delta Air Lines Inc. Atlanta, GA e e e e e e e",90.0,2013
"Devon Energy Corp. Oklahoma City,",30.0,2013
"Dick's Sporting Goods Inc. Coraopolis,",15.0,2013
"Dillard's Inc. Little Rock,",30.0,2013
"DIRECTV El Segundo, CA e e e » e e e e",95.0,2013
"Discover Financial Services Riverwoods, IL e e » » »",45.0,2013
"Dole Food Co. Inc. Westlake Village, CA e e",30.0,2013
"Dollar General Corp. Goodlettsville, TN e e » e",45.0,2013
"Dollar Tree Stores Inc. Chesapeake,",30.0,2013
"Dominion Resources Inc. Richmond, VA e e e » e e e",85.0,2013
"Domino's Pizza Inc. Ann Arbor, MI e » e »",35.0,2013
"Domtar Corp. Fort Mill,",15.0,2013
"Dover Corp. Downers Grove,",15.0,2013
"Dr Pepper Snapple Group Inc. Plano, TX e e e e e",70.0,2013
"DTE Energy Co. Detroit, MI e » e >",35.0,2013
"Duke Energy Corp. Charlotte, NC e e e e e e e",90.0,2013
"Dun Bradstreet Corp., The Short Hills, NJ e e",30.0,2013
"ETRADE Financial Corp. New York, NY  >: ae",55.0,2013
"E. |. du Pont de Nemours and Co. DuPont Wilmington, DE e e e » e e e e",95.0,2013
"EarthLink Inc. Atlanta, GA e e e » d",55.0,2013
"Eastman Chemical Co Kingsport,",15.0,2013
"Eaton Corp. Cleveland,",15.0,2013
"Edison International Rosemead,",30.0,2013
"EMC Corp. Hopkinton, MA e e e e e e e e",100.0,2013
"EMCOR Group Inc Norwalk,",15.0,2013
"Emerson Electric Co. St. Louis, MO e e e",40.0,2013
"Enbridge Energy Partners Houston,",15.0,2013
"Energy Future Holdings Corp Dallas,",15.0,2013
"Energy Transfer Partners, L.P. Dallas,",0.0,2013
"Entergy Corp. New Orleans, LA e e e e e e e",90.0,2013
"Enterprise Products Partners LP Houston,",15.0,2013
"EOG Resources Houston,",15.0,2013
"Erie Insurance Group Erie,",30.0,2013
"Estée Lauder Companies Inc., The New York, NY e e e » e e e",85.0,2013
"Expedia Inc. Bellevue, WA e e e e e e",80.0,2013
"Expeditors International of Washington, Inc. Seattle,",15.0,2013
"Express Scripts Inc. St. Louis,",30.0,2013
"Family Dollar Stores Matthews,",30.0,2013
"Federal National Mortgage Association Fannie Mae Washington, DC e e e e e e",80.0,2013
"Federal Reserve Bank of Richmond Richmond, VA e e e e e e",80.0,2013
"FedEx Corp. Memphis, TN e e e d e e e",85.0,2013
"Fidelity National Financial Corp. Jacksonville,",30.0,2013
"Fidelity National Information Services Inc. Jacksonville,",15.0,2013
"Fifth Third Bancorp Cincinnati, OH e e e d e e e",85.0,2013
"First Data Corp. Atlanta, GA e » : : e",30.0,2013
