employer,cei_score,year,cusip,release_date
"LifePoint Health Inc., Brentwood, TN",10.0,2019,53219L109,2020-01-21
"Lincoln National Corp., Radnor, PA",100.0,2019,534187109,2020-01-21
"Lithia Motors, Inc., Medford, OR",10.0,2019,536797103,2020-01-21
"Lockheed Martin Corp., Bethesda, MD",100.0,2019,539830109,2020-01-21
"Loews Corp., New York, NY",55.0,2019,540424108,2020-01-21
"Lowe's Companies Inc., Mooresville, NC",75.0,2019,548661107,2020-01-21
"Lowe’s Companies, Inc., Mooresville, NC",100.0,2019,548661107,2020-01-21
"Lubrizol Corporation, Wickliffe, OH",85.0,2019,549271104,2020-01-21
"L’Oréal USA Inc., New York, NY",100.0,2019,502117203,2020-01-21
"M&T Bank Corp., Buffalo, NY",95.0,2019,55261F104,2020-01-21
"MB Financial Inc., Chicago, IL",90.0,2019,55264U108,2020-01-21
"MGM Resorts International, Las Vegas, NV",100.0,2019,552953101,2020-01-21
"Macy's Inc., Cincinnati, OH",100.0,2019,55616P104,2020-01-21
"Macy’s Inc., Cincinnati, OH",100.0,2019,55616P104,2020-01-21
"Mallinckrodt LLC, Hazelwood, MO",100.0,2019,561232109,2020-01-21
"ManpowerGroup, Milwaukee, WI",100.0,2019,56418H100,2020-01-21
"Marathon Oil Corp., Houston, TX",60.0,2019,565849106,2020-01-21
"Marathon Petroleum Corp., Findlay, OH",95.0,2019,56585A102,2020-01-21
"Marriott International Inc., Bethesda, MD",100.0,2019,571903202,2020-01-21
"Mars Inc., Mt. Olive, NJ",90.0,2019,571726108,2020-01-21
"Marsh & McLennan Companies Inc., New York, NY",100.0,2019,571748102,2020-01-21
"Masco Corp., Taylor, MI",85.0,2019,574599106,2020-01-21
"Massachusetts Mutual Life Insurance Company, Springfield, MA",100.0,2019,575767934,2020-01-21
"Mattel Inc., El Segundo, CA",65.0,2019,577081102,2020-01-21
"McCormick & Company Inc., Sparks, MD",90.0,2019,579780206,2020-01-21
"McDonald's Corp., Oak Brook, IL",100.0,2019,580135101,2020-01-21
"McDonald’s Corp., Oak Brook, IL",100.0,2019,580135101,2020-01-21
"McKesson Corp., San Francisco, CA",100.0,2019,58155Q103,2020-01-21
"Medtronic PLC, Minneapolis, MN",90.0,2019,G5960L103,2020-01-21
"MetLife Inc., New York, NY",100.0,2019,59156R108,2020-01-21
"Micron Technology Inc., Boise, ID",20.0,2019,595112103,2020-01-21
"Microsoft Corp., Redmond, WA",100.0,2019,594918104,2020-01-21
"Mohawk Industries Inc., Calhoun, GA",0.0,2019,608190104,2020-01-21
"Molina Healthcare Inc., Long Beach, CA",40.0,2019,60855R100,2020-01-21
"Mondelez International Inc., East Hanover, nj",80.0,2019,609207105,2020-01-21
"Moody's Corp., New York, NY",100.0,2019,615369105,2020-01-21
"Moody’s Corp., New York, NY",100.0,2019,615369105,2020-01-21
"Morgan Stanley, New York, NY",100.0,2019,617446448,2020-01-21
"Morningstar Inc., Chicago, IL",100.0,2019,617700109,2020-01-21
"Mosaic Company, Plymouth, MN",60.0,2019,61945C103,2020-01-21
"Motorola Solutions Inc., Chicago, IL",95.0,2019,620076307,2020-01-21
"Murphy USA, El Dorado, AR",0.0,2019,626755102,2020-01-21
"Mutual of Omaha Insurance, Omaha, NE",90.0,2019,62899Q932,2020-01-21
"NASDAQ Inc., New York, NY",85.0,2019,631103108,2020-01-21
"NCR Corp., Duluth, GA",100.0,2019,62886E108,2020-01-21
"NGL Energy Partners, Tulsa, OK",20.0,2019,62913M107,2020-01-21
"NRG Energy Inc., Princeton, NJ",40.0,2019,629377508,2020-01-21
"NVIDIA Corp., Santa Clara, CA",100.0,2019,67066G104,2020-01-21
"National Grid USA, Waltham, MA",85.0,2019,636274409,2020-01-21
"National Oilwell Varco, Inc., Houston, TX",20.0,2019,637071101,2020-01-21
"Navigant Consulting Inc., Chicago , IL",100.0,2019,63935N107,2020-01-21
"Navistar International Corp., Lisle, IL",70.0,2019,63934E108,2020-01-21
"NetApp Inc., Sunnyvale, CA",85.0,2019,64110D104,2020-01-21
"Netflix Inc., Los Gatos, CA",100.0,2019,64110L106,2020-01-21
"New Relic Inc., San Francisco, CA",95.0,2019,64829B100,2020-01-21
"New York Life Insurance Co., New York, NY",95.0,2019,64952G934,2020-01-21
"New York Times Co., New York, NY",85.0,2019,650111107,2020-01-21
"Newmont Mining Corporation, Greenwood Village, CO",95.0,2019,651639106,2020-01-21
"News Corp., New York, NY",0.0,2019,65249B109,2020-01-21
"NextEra Energy Inc., Juno Beach, FL",50.0,2019,65339F101,2020-01-21
"NiSource Inc., Merrillville, IN",90.0,2019,65473P105,2020-01-21
"Nike Inc., Beaverton, OR",100.0,2019,654106103,2020-01-21
"Nissan North America Inc., Franklin, TN",90.0,2019,654744408,2020-01-21
"Nokia Inc., Irving, TX",100.0,2019,654902204,2020-01-21
"Nordstrom Inc., Seattle, WA",100.0,2019,655664100,2020-01-21
"Norfolk Southern Corp., Norfolk, VA",65.0,2019,655844108,2020-01-21
"Nortel Networks Corp., Richardson, TX",30.0,2019,656568508,2020-01-21
"Northern Trust Corp., Chicago, IL",100.0,2019,665859104,2020-01-21
"Northrop Grumman Corp., Falls Church, VA",100.0,2019,666807102,2020-01-21
"Northwestern Mutual Life Insurance, Milwaukee, WI",100.0,2019,668133945,2020-01-21
"Novo Nordisk Inc., Plainsboro, NJ",95.0,2019,670100205,2020-01-21
"Nuance Communications, Burlington, MA",80.0,2019,67020Y100,2020-01-21
"Nucor Corp., Charlotte, NC",0.0,2019,670346105,2020-01-21
"ONE Gas Inc., Tulsa, OK",40.0,2019,68235P108,2020-01-21
"ONEOK Inc., Tulsa, OK",95.0,2019,682680103,2020-01-21
"Occidental Petroleum, Los Angeles, CA",20.0,2019,674599105,2020-01-21
"Office Depot Inc., Boca Raton, FL",100.0,2019,676220106,2020-01-21
"Ogilvy Group Inc., The, New York, NY",100.0,2019,676601107,2020-01-21
"Old Republic International, Chicago, IL",20.0,2019,680223104,2020-01-21
"Omnicom Group, New York, NY",100.0,2019,681919106,2020-01-21
"OppenheimerFunds Inc., New York, NY",100.0,2019,683800106,2020-01-21
"Oracle Corp., Redwood City, CA",100.0,2019,68389X105,2020-01-21
"Oshkosh Corp., Oshkosh, WI",10.0,2019,688239201,2020-01-21
"Outerwall Inc., Bellevue, WA",80.0,2019,690070107,2020-01-21
"Overstock.com Inc., Midvale, UT",70.0,2019,690370101,2020-01-21
"Owens & Minor Inc., Mechanicsville, VA",60.0,2019,690732102,2020-01-21
"Owens Corning, Toledo, OH",100.0,2019,690742101,2020-01-21
"Owens-Illinois Inc., Perrysburg, OH",20.0,2019,690768403,2020-01-21
"O’Reilly Automotive Inc., Springfield, MO",10.0,2019,67103H107,2020-01-21
"PBF Energy, Parsippany, NJ",20.0,2019,69318G106,2020-01-21
"PG&E Corp., San Fran- cisco, CA",100.0,2019,69331C108,2020-01-21
"PNC Financial Services Group Inc., The, Pittsburgh, PA",100.0,2019,693475105,2020-01-21
"PNM Resources Inc., Albuquerque, NM",45.0,2019,69349H107,2020-01-21
"PPG Industries Inc., Pittsburgh, PA",90.0,2019,693506107,2020-01-21
"PPL Corp., Allentown, PA",100.0,2019,69351T106,2020-01-21
"PVH Corp., New York, NY",100.0,2019,693656100,2020-01-21
"Paccar Inc., Bellevue, WA",20.0,2019,693718108,2020-01-21
"Pacific Life Insurance Co., Newport Beach, CA",80.0,2019,69499P008,2020-01-21
"Packaging Corporation of America, Lake Forest, IL",20.0,2019,695156109,2020-01-21
"Pandora Media Inc., Oakland, CA",100.0,2019,698354107,2020-01-21
"Parker Hannifin Corp., Cleveland, OH",20.0,2019,701094104,2020-01-21
"Patterson Companies (Patterson Dental Supply), St. Paul, MN",40.0,2019,703395103,2020-01-21
"PayPal Holdings Inc., San Jose, CA",100.0,2019,70450Y103,2020-01-21
"Pearson Inc., Hoboken, NJ",90.0,2019,71534C109,2020-01-21
"Penske Automotive Group Inc., Bloomfield Hills, MI",0.0,2019,70959W103,2020-01-21
"Pep Boys-Manny, Moe & Jack, Philadelphia, PA",30.0,2019,713278109,2020-01-21
"PepsiCo Inc., Purchase, NY",100.0,2019,713448108,2020-01-21
"PetSmart Inc., Phoenix, AZ",90.0,2019,716768106,2020-01-21
"Peter Kiewit Sons’ Inc., Omaha, NE",10.0,2019,71699X948,2020-01-21
"Pfizer Inc., New York, NY",100.0,2019,717081103,2020-01-21
"Philip Morris International Inc., New York, NY",10.0,2019,718172109,2020-01-21
"Phillips 66, Houston, TX",95.0,2019,718546104,2020-01-21
"Pinnacle West Capital, Phoenix, AZ",70.0,2019,723484101,2020-01-21
"Pitney Bowes Inc., Stamford, CT",55.0,2019,724479100,2020-01-21
"Plains GP Holdings, Houston, TX",0.0,2019,72651A207,2020-01-21
"Portland General Electric Co., Portland, OR",100.0,2019,736508847,2020-01-21
"Praxair Inc., Danbury, CT",90.0,2019,74005P104,2020-01-21
"Principal Financial Group, Des Moines, IA",100.0,2019,74299X938,2020-01-21
"Procter & Gamble Co., Cincinnati, OH",100.0,2019,742718109,2020-01-21
"Progressive Corp., The, Mayfield Village, OH",80.0,2019,743315103,2020-01-21
"Prudential Financial Inc., Newark, NJ",100.0,2019,744320102,2020-01-21
"Public Service Enterprise Group, Newark, NJ",90.0,2019,744573106,2020-01-21
"Publicis Inc., New York, NY",95.0,2019,74463M106,2020-01-21
"Publix Super Markets Inc., Lakeland, FL",0.0,2019,744663105,2020-01-21
"PulteGroup Inc., Atlanta, GA",10.0,2019,745867101,2020-01-21
"QualComm, San Diego, CA",90.0,2019,747525103,2020-01-21
"Quanta Services, Houston, TX",10.0,2019,74762E102,2020-01-21
"Quantcast Corp., San Francisco, CA",80.0,2019,747906501,2020-01-21
"Quest Diagnostics Inc., Madison, NJ",100.0,2019,74834L100,2020-01-21
"Quintiles Transnational, Durham, NC",20.0,2019,74899Y914,2020-01-21
"R.R. Donnelley & Sons Co., Chicago, IL",90.0,2019,257867200,2020-01-21
"Ralph Lauren Corp., New York, NY",90.0,2019,751212101,2020-01-21
"Raymond James Financial Inc., St. Petersburg, FL",90.0,2019,754730109,2020-01-21
"Raytheon Co., Waltham, MA",90.0,2019,755111507,2020-01-21
"Re:Sources USA Inc., Long Island City, NY",100.0,2019,844027102,2020-01-21
"Realogy Holdings Corp., Madison, NJ",85.0,2019,75605Y106,2020-01-21
"Regal Entertainment Group, Knoxville, TN",60.0,2019,758766109,2020-01-21
"Regions Financial Corp., Birmingham, AL",85.0,2019,7591EP100,2020-01-21
"Regis Corp., Edina, MN",15.0,2019,758932107,2020-01-21
"Reinsurance Group of America Inc., Chesterfield, MO",80.0,2019,759351604,2020-01-21
"Reliance Steel & Aluminum Co., Los Angeles, CA",10.0,2019,759509102,2020-01-21
"Republic Services Inc., Phoenix, AZ",85.0,2019,760759100,2020-01-21
"Reynolds American Inc., Winston-Salem, NC",90.0,2019,761713106,2020-01-21
"Rite Aid Corp., Camp Hill, PA",50.0,2019,767754104,2020-01-21
"Robert Half, Menlo Park, CA",100.0,2019,770323103,2020-01-21
"Rockwell Automation Inc., Milwaukee, WI",100.0,2019,773903109,2020-01-21
"Ross Stores Inc., Dublin, CA",75.0,2019,778296103,2020-01-21
"Royal Caribbean Cruises Ltd., Miami, FL",90.0,2019,V7780T103,2020-01-21
"Ryder System Inc., Miami, FL",80.0,2019,783549108,2020-01-21
"Ryland Group Inc., The, Calabasas, CA",15.0,2019,783764103,2020-01-21
"S&P Global Inc., New York, NY",100.0,2019,78409V104,2020-01-21
"SLM Corp. (Sallie Mae), Newark, DE",55.0,2019,78442P106,2020-01-21
"SRA International Inc., Fairfax, VA",75.0,2019,78464R105,2020-01-21
"SYNNEX Corp., Fremont, CA",95.0,2019,87162W100,2020-01-21
"SYSCO Corp., Houston, TX",65.0,2019,871829107,2020-01-21
"Saatchi & Saatchi North America Inc., New York, NY",100.0,2019,785144205,2020-01-21
"Sabre Holdings Inc., Southlake, TX",45.0,2019,785905100,2020-01-21
"Saks Inc., New York, NY",50.0,2019,79377W108,2020-01-21
"Sanderson Farms Inc., Laurel, MS",30.0,2019,800013104,2020-01-21
"Sanmina-SCI, San Jose, CA",0.0,2019,80099Y935,2020-01-21
"Scholastic Corp., New York, NY",65.0,2019,807066105,2020-01-21
"Science Applications International Corp., Reston, VA",85.0,2019,808626105,2020-01-21
"Seaboard Corp., Shawnee Mission, KS",20.0,2019,811543107,2020-01-21
"Seagate Technology LLC, Scotts Valley, CA",25.0,2019,G7945M107,2020-01-21
"Sealed Air Corp., Elmwood Park, NJ",20.0,2019,81211K100,2020-01-21
"Sears Holdings Corp., Hoffman Estates, IL",80.0,2019,812350106,2020-01-21
"Selective Insurance Group, Branchville, NJ",35.0,2019,816300107,2020-01-21
"Sempra Energy, San Diego, CA",100.0,2019,816851109,2020-01-21
"Shell Oil Co., Houston, TX",100.0,2019,822635009,2020-01-21
"Sherwin-Williams Co., The, Cleveland, OH",80.0,2019,824348106,2020-01-21
"Siemens, Malvern, PA",95.0,2019,826197501,2020-01-21
"SkyWest Airlines Inc., St. George, UT",70.0,2019,830879102,2020-01-21
"Sodexo Inc., Gaithersburg, MD",100.0,2019,833792104,2020-01-21
"Software AG USA Inc., Reston, VA",40.0,2019,834024100,2020-01-21
"Sonic Automotive Inc., Charlotte, NC",0.0,2019,83545G102,2020-01-21
"Sonoco Products Company, Hartsville, SC",55.0,2019,835495102,2020-01-21
"Sony Corporation of America, New York, NY",100.0,2019,835699307,2020-01-21
"Southern California Edison Company, Rosemead, CA",100.0,2019,842400004,2020-01-21
"Southern Co., Atlanta, GA",100.0,2019,842812109,2020-01-21
"Southwest Airlines Co., Dallas, TX",100.0,2019,844741108,2020-01-21
"SpartanNash, Grand Rapids, MI",80.0,2019,847215100,2020-01-21
"Spirit AeroSystems Inc., Wichita, KS",85.0,2019,848574109,2020-01-21
"Sprint Corp., Overland Park, KS",100.0,2019,85207U105,2020-01-21
"St. Jude Medical Inc., St. Paul, MN",65.0,2019,790849103,2020-01-21
"Stanley Black & Decker Inc., New Britain, CT",85.0,2019,854502101,2020-01-21
"Staples Inc., Framingham, MA",85.0,2019,855030102,2020-01-21
"Starbucks Corp., Seattle, WA",100.0,2019,855244109,2020-01-21
"State Farm Group, Bloomington, IL",100.0,2019,85699K938,2020-01-21
"State Street Corp., Boston, MA",100.0,2019,857477103,2020-01-21
"Steel Dynamics, Inc., Fort Wayne, IN",55.0,2019,858119100,2020-01-21
"Steelcase Inc., Grand Rapids, MI",95.0,2019,858155203,2020-01-21
"Stryker Corp., Kalamazoo, MI",100.0,2019,863667101,2020-01-21
"Subaru of America Inc., Cherry Hill, NJ",100.0,2019,864278106,2020-01-21
"Sun Life Financial Inc. (US), Wellesley Hills, MA",100.0,2019,866796105,2020-01-21
"SunPower Corp., San Jose, CA",45.0,2019,867652406,2020-01-21
"SunTrust Banks Inc., Atlanta, GA",100.0,2019,867914103,2020-01-21
"Supervalu Inc., Eden Prairie, MN",60.0,2019,868536301,2020-01-21
"Symantec Corp., Mountain View, CA",100.0,2019,871503108,2020-01-21
"T-Mobile USA Inc., Bellevue, WA",100.0,2019,872590104,2020-01-21
"T. Rowe Price Associates Inc., Baltimore, MD",100.0,2019,74144T108,2020-01-21
"TD Ameritrade, Omaha, NE",100.0,2019,87236Y108,2020-01-21
"TD Bank, N.A., Wilmington, DE",100.0,2019,87235A101,2020-01-21
"TE Connectivity Inc., Berwyn, PA",100.0,2019,H84989104,2020-01-21
"TEGNA Inc., McLean, VA",100.0,2019,87901J105,2020-01-21
"TJX Companies, Inc., The, Framingham, MA",90.0,2019,872540109,2020-01-21
"Tailored Brands Inc., Houston, TX",95.0,2019,87403A107,2020-01-21
"Targa Resources Corp., Houston, TX",0.0,2019,87612G101,2020-01-21
"Target Corp., Minneapolis, MN",100.0,2019,87612E106,2020-01-21
"Tech Data Corp., Clearwater, FL",100.0,2019,878237106,2020-01-21
"Tenet Healthcare Corporation, Dallas, TX",80.0,2019,88033G407,2020-01-21
"Tenneco Inc., Lake Forest, IL",10.0,2019,880349105,2020-01-21
"Terex Corporation, Westport, CT",20.0,2019,880779103,2020-01-21
"Tesla Inc., Palo Alto, CA",100.0,2019,88160R101,2020-01-21
"Teva Pharmaceutical USA Inc., North Wales, PA",100.0,2019,881624209,2020-01-21
"Texas Instruments Inc., Dallas, TX",100.0,2019,882508104,2020-01-21
"Textron Inc., Providence, RI",30.0,2019,883203101,2020-01-21
"Thermo Fisher Scientific Inc., Waltham, MA",100.0,2019,883556102,2020-01-21
"Thomson Reuters, New York, NY",100.0,2019,884903105,2020-01-21
"Thrivent Financial, Minneapolis, MN",80.0,2019,88599Y933,2020-01-21
"Tiffany & Co., New York, NY",100.0,2019,886547108,2020-01-21
"Toyota Motor North America Inc., Plano, TX",100.0,2019,892331307,2020-01-21
"Tractor Supply Company, Brentwood, TN",20.0,2019,892356106,2020-01-21
"Transamerica Corp., The, Cedar Rapids, IA",100.0,2019,893485102,2020-01-21
"TravelCenters of America LLC, Westlake, OH",10.0,2019,894174101,2020-01-21
"Travelers Companies Inc., The, New York, NY",100.0,2019,89417E109,2020-01-21
"Travelport Ltd., Parsippany, NJ",45.0,2019,G9019D104,2020-01-21
"TripAdvisor Inc., Needham, MA",90.0,2019,896945201,2020-01-21
"True Value Co., Chicago, IL",80.0,2019,89899X930,2020-01-21
"Twitter Inc., San Francisco, CA",100.0,2019,90184L102,2020-01-21
"Tyson Foods, Inc., Springdale, AR",90.0,2019,902494103,2020-01-21
"U.S. Bancorp, Minneapolis, MN",100.0,2019,902973304,2020-01-21
"UBM plc, New York, NY",85.0,2019,90265U203,2020-01-21
"UBS AG, New York, NY",100.0,2019,H42097107,2020-01-21
"UGI Corp., King of Prussia, PA",20.0,2019,902681105,2020-01-21
"US Foods Inc., Rosemont, IL",45.0,2019,912008109,2020-01-21
"USG Corp., Chicago, IL",40.0,2019,903293405,2020-01-21
"Under Armour Inc., Baltimore, MD",100.0,2019,904311107,2020-01-21
"Union Pacific Corporation, Omaha, NE",80.0,2019,907818108,2020-01-21
"Unisys Corp., Blue Bell, PA",60.0,2019,909214306,2020-01-21
"United Airlines, Chicago, IL",100.0,2019,910047000,2020-01-21
"United Natural Foods Inc., Providence, RI",20.0,2019,911163103,2020-01-21
"United Parcel Service Inc., Atlanta, GA",100.0,2019,911312106,2020-01-21
"United Rentals Inc., Stamford, CT",50.0,2019,911363109,2020-01-21
"United States Steel Corp., Pittsburgh, PA",20.0,2019,912909108,2020-01-21
"United Technologies Corp., Farmington, CT",100.0,2019,913017109,2020-01-21
"UnitedHealth Group Inc., Minnetonka, MN",95.0,2019,91324P102,2020-01-21
"Univar, Downers Grove, IL",60.0,2019,91336L107,2020-01-21
"Universal Health Services, King of Prussia, PA",10.0,2019,913903100,2020-01-21
"University of Phoenix, Tempe, AZ",100.0,2019,037604204,2020-01-21
"Univision Communications Inc., New York, NY",100.0,2019,91499R966,2020-01-21
"Unum Group, Chattanooga, TN",100.0,2019,91529Y106,2020-01-21
"Urban Outfitters Inc., Philadelphia, PA",75.0,2019,917047102,2020-01-21
"VF Corp., Greensboro, NC",100.0,2019,918204108,2020-01-21
"VMware Inc., Palo Alto, CA",100.0,2019,928563402,2020-01-21
"Valero Energy Corp., San Antonio, TX",20.0,2019,91913Y100,2020-01-21
"Vanguard Group Inc., Malvern, PA",100.0,2019,92293Y934,2020-01-21
"Verizon Communications Inc., New Jersey, NJ",90.0,2019,92343V104,2020-01-21
"Viacom Inc., New York, NY",100.0,2019,92553P201,2020-01-21
"Virgin America, Burlingame, CA",65.0,2019,92765X208,2020-01-21
"Visteon Corp., Van Buren Township, MI",70.0,2019,92839U206,2020-01-21
"Volkswagen Group of America Inc., Herndon, VA",90.0,2019,928662303,2020-01-21
"Voya Financial, New York, NY",100.0,2019,929089100,2020-01-21
"W.R. Berkley, Greenwich, CT",10.0,2019,084423102,2020-01-21
"W.W. Grainger Inc., Lake Forest, IL",100.0,2019,384802104,2020-01-21
"WEC Energy Group, Milwaukee, WI",40.0,2019,92939U106,2020-01-21
"WESCO International Inc., Pittsburgh, PA",40.0,2019,95082P105,2020-01-21
"Waddell & Reed Financial Inc., Overland Park, KS",45.0,2019,930059100,2020-01-21
"Walgreen Co., Deerfield, IL",100.0,2019,931427108,2020-01-21
"Walt Disney Co., The, Burbank, CA",100.0,2019,254687106,2020-01-21
"Waste Management Inc., Houston, TX",90.0,2019,94106L109,2020-01-21
"WellCare Health Plans, Inc., Tampa, FL",100.0,2019,94946T106,2020-01-21
"Wellmark Inc., Des Moines, IA",100.0,2019,949702104,2020-01-21
"Wells Fargo & Co., San Francisco, CA",100.0,2019,949746101,2020-01-21
"Wendy’s Co., The, Dublin, OH",80.0,2019,95058W100,2020-01-21
"West Corp., Omaha, NE",80.0,2019,952355204,2020-01-21
"Western Digital Corp., Irvine, CA",20.0,2019,958102105,2020-01-21
"Western Refining Inc., El Paso, TX",0.0,2019,959319104,2020-01-21
"Western Union Co., The, Englewood, CO",50.0,2019,959802109,2020-01-21
"Weyerhaeuser Co., Federal Way, WA",95.0,2019,962166104,2020-01-21
"Whirlpool Corp., Benton Harbor, MI",100.0,2019,963320106,2020-01-21
"Williams-Sonoma Inc., San Francisco, CA",90.0,2019,969904101,2020-01-21
"Willis Towers Watson, Arlington, VA",100.0,2019,G96629103,2020-01-21
"Windstream Corp., Little Rock, AR",20.0,2019,980524102,2020-01-21
"Winn-Dixie Stores Inc., Jacksonville, FL",35.0,2019,974280307,2020-01-21
"Workday Inc., Pleasanton, CA",100.0,2019,98138H101,2020-01-21
"World Fuel Services, Miami, FL",20.0,2019,981475106,2020-01-21
"Wynn Resorts Ltd., Las Vegas, NV",90.0,2019,983134107,2020-01-21
"Xcel Energy Inc., Minneapolis, MN",100.0,2019,98389B100,2020-01-21
"Xerox Corp., Norwalk, CT",100.0,2019,984121608,2020-01-21
"Xylem Inc., Rye Brook, NY",75.0,2019,98419M100,2020-01-21
"YRC Worldwide Inc., Overland Park, KS",10.0,2019,984249607,2020-01-21
"Yelp Inc., San Francisco, CA",100.0,2019,985817105,2020-01-21
"Yum! Brands Inc., Louisville, KY",70.0,2019,988498101,2020-01-21
"Zimmer Holdings Inc., Warsaw, IN",20.0,2019,98956P102,2020-01-21
"eBay Inc., San Jose, CA",100.0,2019,278642103,2020-01-21
"iHeartMedia Inc., San Antonio, TX",60.0,2019,45174J103,2020-01-21
"priceline.com LLC, Norwalk, CT",55.0,2019,741503100,2020-01-21
"Bridgestone Americas Holding Inc., Nashville, TN",90.0,2020,318315108.0,2021-01-28
"Cognizant Technology Solutions Corp., Teaneck, NJ",20.0,2020,192446102.0,2021-01-28
"Federal Home Loan Mortgage Corp. (Freddie Mac), McLean, VA",100.0,2020,313400301.0,2021-01-28
"Federal National Mortgage Association (Fannie Mae), Washington, DC",100.0,2020,313586109.0,2021-01-28
"Hartford Financial Services Group Inc., The, Hartford, CT",100.0,2020,416515104.0,2021-01-28
"Toyota Motor North America Inc., Plano, TX",100.0,2020,892331307.0,2021-01-28
